Datum;Ts_in;m_s;Ts_out;I_dir;I_diff;I_glob;T_amb;rho
14.07. 18:45:00;18;0;18;0;80;80;21.6;55.9
14.07. 19:00:00;18;0;18;0;18.3;18.3;21;55.7
14.07. 19:15:00;18;0;18;0;18;18;21;55.7
14.07. 19:30:00;18;0;18;0;18;18;21;55.7
14.07. 19:45:00;18;0;18;0;18;18;21;55.7
14.07. 20:00:00;18;0;18;0;7.1;7.1;20.5;55.5
14.07. 20:15:00;18;0;18;0;7;7;20.5;55.5
14.07. 20:30:00;18;0;18;0;7;7;20.5;55.5
14.07. 20:45:00;18;0;18;0;7;7;20.5;55.5
14.07. 21:00:00;18;0;18;0;0.04;0.04;20;55.4
14.07. 21:15:00;18;0;18;0;0;0;20;55.4
14.07. 21:30:00;18;0;18;0;0;0;20;55.4
14.07. 21:45:00;18;0;18;0;0;0;20;55.4
14.07. 22:00:00;18;0;18;0;0;0;18.7;59.7
14.07. 22:15:00;18;0;18;0;0;0;18.7;59.7
14.07. 22:30:00;18;0;18;0;0;0;18.7;59.7
14.07. 22:45:00;18;0;18;0;0;0;18.7;59.7
14.07. 23:00:00;18;0;18;0;0;0;17.5;63.9
14.07. 23:15:00;18;0;18;0;0;0;17.5;63.9
14.07. 23:30:00;18;0;18;0;0;0;17.5;63.9
14.07. 23:45:00;18;0;18;0;0;0;17.5;63.9
15.07. 00:00:00;18;0;18;0;0;0;16.3;67.6
15.07. 00:15:00;18;0;18;0;0;0;16.3;67.6
15.07. 00:30:00;18;0;18;0;0;0;16.3;67.6
15.07. 00:45:00;18;0;18;0;0;0;16.3;67.6
15.07. 01:00:00;18;0;18;0;0;0;15.2;70.4
15.07. 01:15:00;18;0;18;0;0;0;15.2;70.4
15.07. 01:30:00;18;0;18;0;0;0;15.2;70.4
15.07. 01:45:00;18;0;18;0;0;0;15.2;70.4
15.07. 02:00:00;18;0;18;0;0;0;14.1;75.3
15.07. 02:15:00;18;0;18;0;0;0;14.1;75.4
15.07. 02:30:00;18;0;18;0;0;0;14.1;75.4
15.07. 02:45:00;18;0;18;0;0;0;14.1;75.4
15.07. 03:00:00;18;0;18;0;0;0;13.5;79.7
15.07. 03:15:00;18;0;18;0;0;0;13.5;79.8
15.07. 03:30:00;18;0;18;0;0;0;13.5;79.8
15.07. 03:45:00;18;0;18;0;0;0;13.5;79.8
15.07. 04:00:00;18;0;18;0;0;0;13.1;79.7
15.07. 04:15:00;18;0;18;0;0;0;13.1;79.7
15.07. 04:30:00;18;0;18;0;0;0;13.1;79.7
15.07. 04:45:00;18;0;18;0;0;0;13.1;79.7
15.07. 05:00:00;18;0;18;0;0;0;13;78.7
15.07. 05:15:00;18;0;18;0;0;0;13;78.7
15.07. 05:30:00;18;0;18;0;0;0;13;78.7
15.07. 05:45:00;18;0;18;0;0;0;13;78.7
15.07. 06:00:00;18;0;18;28.7;33.8;35.8;13.4;76.8
15.07. 06:15:00;18;0;18;28.7;34;36;13.4;76.8
15.07. 06:30:00;18;0;18;28.7;34;36;13.4;76.8
15.07. 06:45:00;18;0;18;28.7;34;36;13.4;76.8
15.07. 07:00:00;18;0;18;79.3;106;126;14.3;74.1
15.07. 07:15:00;18;0;18;79.3;106;126;14.3;74.1
15.07. 07:30:00;18;0;18;79.3;106;126;14.3;74.1
15.07. 07:45:00;18;0;18;79.3;106;126;14.3;74.1
15.07. 08:00:00;18;0;18;71.4;186;216;15.2;69.6
15.07. 08:15:00;18;0;18;71.4;186;216;15.2;69.6
15.07. 08:30:00;18;0;18;71.4;186;216;15.2;69.6
15.07. 08:45:00;18;0;18;71.4;186;216;15.2;69.6
15.07. 09:00:00;18;0;18;38.2;254;276;16;81.7
15.07. 09:15:00;18;0;18;38.2;254;276;16;81.8
15.07. 09:30:00;18;0;18;38.2;254;276;16;81.8
15.07. 09:45:00;18;0;18;38.2;254;276;16;81.8
15.07. 10:00:00;18;0;18;84.7;329;388;17.1;63.1
15.07. 10:15:00;18;0;18;84.7;329;389;17.1;63
15.07. 10:30:00;18;0;18;84.7;329;389;17.1;63
15.07. 10:45:00;18;0;18;84.7;329;389;17.1;63
15.07. 11:00:00;18;0;18;32;358;384;17.8;56.6
15.07. 11:15:00;18;0;18;32;358;384;17.8;56.6
15.07. 11:30:00;18;0;18;32;358;384;17.8;56.6
15.07. 11:45:00;18;0;18;32;358;384;17.8;56.6
15.07. 12:00:00;18;0;18;95.8;408;491;18.7;51.5
15.07. 12:15:00;18;0;18;95.8;408;492;18.7;51.5
15.07. 12:30:00;18;0;18;95.8;408;492;18.7;51.5
15.07. 12:45:00;18;0;18;95.8;408;492;18.7;51.5
15.07. 13:00:00;18;0;18;84.5;417;493;19.3;50
15.07. 13:15:00;18;0;18;84.5;417;493;19.3;50
15.07. 13:30:00;18;0;18;84.5;417;493;19.3;50
15.07. 13:45:00;18;0;18;84.5;417;493;19.3;50
15.07. 14:00:00;18;0;18;218;415;606;20.1;47.6
15.07. 14:15:00;18;0;18;218;415;607;20.1;47.6
15.07. 14:30:00;18;0;18;218;415;607;20.1;47.6
15.07. 14:45:00;18;0;18;218;415;607;20.1;47.6
15.07. 15:00:00;18;0;18;249;376;579;20.7;46.1
15.07. 15:15:00;18;0;18;249;376;579;20.7;46.1
15.07. 15:30:00;18;0;18;249;376;579;20.7;46.1
15.07. 15:45:00;18;0;18;249;376;579;20.7;46.1
15.07. 16:00:00;18;0;18;299;316;530;21.1;48.6
15.07. 16:15:00;18;0;18;299;316;530;21.1;48.6
15.07. 16:30:00;18;0;18;299;316;530;21.1;48.6
15.07. 16:45:00;18;0;18;299;316;530;21.1;48.6
15.07. 17:00:00;18;0;18;549;179;499;21.3;47.9
15.07. 17:15:00;18;0;18;549;178;499;21.3;47.9
15.07. 17:30:00;18;0;18;549;178;499;21.3;47.9
15.07. 17:45:00;18;0;18;549;178;499;21.3;47.9
15.07. 18:00:00;18;0;18;707;84.5;389;21.3;47.6
15.07. 18:15:00;18;0;18;707;84;388;21.3;47.6
15.07. 18:30:00;18;0;18;707;84;388;21.3;47.6
15.07. 18:45:00;18;0;18;707;84;388;21.3;47.6
15.07. 19:00:00;18;0;18;712;55.2;243;20.9;49.9
15.07. 19:15:00;18;0;18;712;55;242;20.9;49.9
15.07. 19:30:00;18;0;18;712;55;242;20.9;49.9
15.07. 19:45:00;18;0;18;712;55;242;20.9;49.9
15.07. 20:00:00;18;0;18;551;35.1;81.9;20.1;53
15.07. 20:15:00;18;0;18;551;35;81;20.1;53
15.07. 20:30:00;18;0;18;551;35;81;20.1;53
15.07. 20:45:00;18;0;18;551;35;81;20.1;53
15.07. 21:00:00;18;0;18;0;1.2;1.4;19.2;54
15.07. 21:15:00;18;0;18;0;1;1;19.2;54
15.07. 21:30:00;18;0;18;0;1;1;19.2;54
15.07. 21:45:00;18;0;18;0;1;1;19.2;54
15.07. 22:00:00;18;0;18;0;0.01;0.01;17.7;61.2
15.07. 22:15:00;18;0;18;0;0;0;17.7;61.2
15.07. 22:30:00;18;0;18;0;0;0;17.7;61.2
15.07. 22:45:00;18;0;18;0;0;0;17.7;61.2
15.07. 23:00:00;18;0;18;0;0;0;16.1;66.6
15.07. 23:15:00;18;0;18;0;0;0;16.1;66.6
15.07. 23:30:00;18;0;18;0;0;0;16.1;66.6
15.07. 23:45:00;18;0;18;0;0;0;16.1;66.6
16.07. 00:00:00;18;0;18;0;0;0;14.6;72.7
16.07. 00:15:00;18;0;18;0;0;0;14.6;72.7
16.07. 00:30:00;18;0;18;0;0;0;14.6;72.7
16.07. 00:45:00;18;0;18;0;0;0;14.6;72.7
16.07. 01:00:00;18;0;18;0;0;0;13.5;81.6
16.07. 01:15:00;18;0;18;0;0;0;13.5;81.8
16.07. 01:30:00;18;0;18;0;0;0;13.5;81.8
16.07. 01:45:00;18;0;18;0;0;0;13.5;81.8
16.07. 02:00:00;18;0;18;0;0;0;12.3;86
16.07. 02:15:00;18;0;18;0;0;0;12.3;86.1
16.07. 02:30:00;18;0;18;0;0;0;12.3;86.1
16.07. 02:45:00;18;0;18;0;0;0;12.3;86.1
16.07. 03:00:00;18;0;18;0;0;0;11.7;87.4
16.07. 03:15:00;18;0;18;0;0;0;11.7;87.4
16.07. 03:30:00;18;0;18;0;0;0;11.7;87.4
16.07. 03:45:00;18;0;18;0;0;0;11.7;87.4
16.07. 04:00:00;18;0;18;0;0;0;11.3;89.7
16.07. 04:15:00;18;0;18;0;0;0;11.3;89.7
16.07. 04:30:00;18;0;18;0;0;0;11.3;89.7
16.07. 04:45:00;18;0;18;0;0;0;11.3;89.7
16.07. 05:00:00;18;0;18;0;0;0;11.2;87.1
16.07. 05:15:00;18;0;18;0;0;0;11.2;87.1
16.07. 05:30:00;18;0;18;0;0;0;11.2;87.1
16.07. 05:45:00;18;0;18;0;0;0;11.2;87.1
16.07. 06:00:00;18;0;18;15.2;30.8;31.8;11.5;85.8
16.07. 06:15:00;18;0;18;15.2;31;32;11.5;85.8
16.07. 06:30:00;18;0;18;15.2;31;32;11.5;85.8
16.07. 06:45:00;18;0;18;15.2;31;32;11.5;85.8
16.07. 07:00:00;18;0;18;56.1;103;117;12.2;81.7
16.07. 07:15:00;18;0;18;56.1;103;117;12.2;81.7
16.07. 07:30:00;18;0;18;56.1;103;117;12.2;81.7
16.07. 07:45:00;18;0;18;56.1;103;117;12.2;81.7
16.07. 08:00:00;18;0;18;191;183;262;13.3;76.6
16.07. 08:15:00;18;0;18;191;183;263;13.3;76.6
16.07. 08:30:00;18;0;18;191;183;263;13.3;76.6
16.07. 08:45:00;18;0;18;191;183;263;13.3;76.6
16.07. 09:00:00;18;0;18;323;238;422;14.7;69.7
16.07. 09:15:00;18;0;18;323;238;423;14.7;69.7
16.07. 09:30:00;18;0;18;323;238;423;14.7;69.7
16.07. 09:45:00;18;0;18;323;238;423;14.7;69.7
16.07. 10:00:00;18;0;18;774;210;755;16.8;59.3
16.07. 10:15:00;18;0;18;774;210;757;16.8;59.2
16.07. 10:30:00;18;0;18;774;210;757;16.8;59.2
16.07. 10:45:00;18;0;18;774;210;757;16.8;59.2
16.07. 11:00:00;18;0;18;501;300;707;18.1;52.8
16.07. 11:15:00;18;0;18;501;301;707;18.1;52.8
16.07. 11:30:00;18;0;18;501;301;707;18.1;52.8
16.07. 11:45:00;18;0;18;501;301;707;18.1;52.8
16.07. 12:00:00;18;0;18;198;415;590;18.8;52.5
16.07. 12:15:00;18;0;18;198;416;589;18.8;52.5
16.07. 12:30:00;18;0;18;198;416;589;18.8;52.5
16.07. 12:45:00;18;0;18;198;416;589;18.8;52.5
16.07. 13:00:00;18;0;18;203;434;616;19.4;54
16.07. 13:15:00;18;0;18;203;434;616;19.4;54
16.07. 13:30:00;18;0;18;203;434;616;19.4;54
16.07. 13:45:00;18;0;18;203;434;616;19.4;54
16.07. 14:00:00;18;0;18;129;418;531;19.6;51.5
16.07. 14:15:00;18;0;18;129;418;531;19.6;51.5
16.07. 14:30:00;18;0;18;129;418;531;19.6;51.5
16.07. 14:45:00;18;0;18;129;418;531;19.6;51.5
16.07. 15:00:00;18;0;18;87.1;374;445;19.6;51
16.07. 15:15:00;18;0;18;87.1;374;445;19.6;51
16.07. 15:30:00;18;0;18;87.1;374;445;19.6;51
16.07. 15:45:00;18;0;18;87.1;374;445;19.6;51
16.07. 16:00:00;18;0;18;76.9;328;383;19.5;50.7
16.07. 16:15:00;18;0;18;76.9;328;383;19.5;50.7
16.07. 16:30:00;18;0;18;76.9;328;383;19.5;50.7
16.07. 16:45:00;18;0;18;76.9;328;383;19.5;50.7
16.07. 17:00:00;18;0;18;20.6;222;234;18.9;51.5
16.07. 17:15:00;18;0;18;20.6;221;233;18.9;51.5
16.07. 17:30:00;18;0;18;20.6;221;233;18.9;51.5
16.07. 17:45:00;18;0;18;20.6;221;233;18.9;51.5
16.07. 18:00:00;18;0;18;105;182;227;18.3;50.9
16.07. 18:15:00;18;0;18;105;182;227;18.3;50.9
16.07. 18:30:00;18;0;18;105;182;227;18.3;50.9
16.07. 18:45:00;18;0;18;105;182;227;18.3;50.9
16.07. 19:00:00;18;0;18;0;58.7;58.9;17.5;58.1
16.07. 19:15:00;18;0;18;0;58;58;17.5;58.1
16.07. 19:30:00;18;0;18;0;58;58;17.5;58.1
16.07. 19:45:00;18;0;18;0;58;58;17.5;58.1
16.07. 20:00:00;18;0;18;0;6.3;6.3;16.5;64.2
16.07. 20:15:00;18;0;18;0;6;6;16.5;64.2
16.07. 20:30:00;18;0;18;0;6;6;16.5;64.2
16.07. 20:45:00;18;0;18;0;6;6;16.5;64.2
16.07. 21:00:00;18;0;18;0;0.03;0.03;15.7;65.5
16.07. 21:15:00;18;0;18;0;0;0;15.7;65.5
16.07. 21:30:00;18;0;18;0;0;0;15.7;65.5
16.07. 21:45:00;18;0;18;0;0;0;15.7;65.5
16.07. 22:00:00;18;0;18;0;0;0;14.7;72.2
16.07. 22:15:00;18;0;18;0;0;0;14.7;72.2
16.07. 22:30:00;18;0;18;0;0;0;14.7;72.2
16.07. 22:45:00;18;0;18;0;0;0;14.7;72.2
16.07. 23:00:00;18;0;18;0;0;0;13.7;75.4
16.07. 23:15:00;18;0;18;0;0;0;13.7;75.4
16.07. 23:30:00;18;0;18;0;0;0;13.7;75.4
16.07. 23:45:00;18;0;18;0;0;0;13.7;75.4
17.07. 00:00:00;18;0;18;0;0;0;12.7;80.3
17.07. 00:15:00;18;0;18;0;0;0;12.7;80.3
17.07. 00:30:00;18;0;18;0;0;0;12.7;80.3
17.07. 00:45:00;18;0;18;0;0;0;12.7;80.3
17.07. 01:00:00;18;0;18;0;0;0;11.4;92.2
17.07. 01:15:00;18;0;18;0;0;0;11.4;92.4
17.07. 01:30:00;18;0;18;0;0;0;11.4;92.4
17.07. 01:45:00;18;0;18;0;0;0;11.4;92.4
17.07. 02:00:00;18;0;18;0;0;0;11.1;95.2
17.07. 02:15:00;18;0;18;0;0;0;11.1;95.2
17.07. 02:30:00;18;0;18;0;0;0;11.1;95.2
17.07. 02:45:00;18;0;18;0;0;0;11.1;95.2
17.07. 03:00:00;18;0;18;0;0;0;11.2;93.5
17.07. 03:15:00;18;0;18;0;0;0;11.2;93.5
17.07. 03:30:00;18;0;18;0;0;0;11.2;93.5
17.07. 03:45:00;18;0;18;0;0;0;11.2;93.5
17.07. 04:00:00;18;0;18;0;0;0;9.4;98.7
17.07. 04:15:00;18;0;18;0;0;0;9.4;98.7
17.07. 04:30:00;18;0;18;0;0;0;9.4;98.7
17.07. 04:45:00;18;0;18;0;0;0;9.4;98.7
17.07. 05:00:00;18;0;18;0;0;0;10.8;95.6
17.07. 05:15:00;18;0;18;0;0;0;10.8;95.6
17.07. 05:30:00;18;0;18;0;0;0;10.8;95.6
17.07. 05:45:00;18;0;18;0;0;0;10.8;95.6
17.07. 06:00:00;18;0;18;0;21.9;21.9;11.3;91.2
17.07. 06:15:00;18;0;18;0;22;22;11.3;91.2
17.07. 06:30:00;18;0;18;0;22;22;11.3;91.2
17.07. 06:45:00;18;0;18;0;22;22;11.3;91.2
17.07. 07:00:00;18;0;18;0;77.7;77.7;11.9;84.5
17.07. 07:15:00;18;0;18;0;78;78;11.9;84.5
17.07. 07:30:00;18;0;18;0;78;78;11.9;84.5
17.07. 07:45:00;18;0;18;0;78;78;11.9;84.5
17.07. 08:00:00;18;0;18;0;121;121;12.4;81.9
17.07. 08:15:00;18;0;18;0;121;121;12.4;81.9
17.07. 08:30:00;18;0;18;0;121;121;12.4;81.9
17.07. 08:45:00;18;0;18;0;121;121;12.4;81.9
17.07. 09:00:00;18;0;18;15.7;217;226;13.1;82.3
17.07. 09:15:00;18;0;18;15.7;218;227;13.1;82.3
17.07. 09:30:00;18;0;18;15.7;218;227;13.1;82.3
17.07. 09:45:00;18;0;18;15.7;218;227;13.1;82.3
17.07. 10:00:00;18;0;18;29.8;308;329;14.1;81.8
17.07. 10:15:00;18;0;18;29.8;309;330;14.1;81.8
17.07. 10:30:00;18;0;18;29.8;309;330;14.1;81.8
17.07. 10:45:00;18;0;18;29.8;309;330;14.1;81.8
17.07. 11:00:00;18;0;18;17.3;314;328;14.7;71.2
17.07. 11:15:00;18;0;18;17.3;314;328;14.7;71.1
17.07. 11:30:00;18;0;18;17.3;314;328;14.7;71.1
17.07. 11:45:00;18;0;18;17.3;314;328;14.7;71.1
17.07. 12:00:00;18;0;18;8;258;265;15;71.2
17.07. 12:15:00;18;0;18;8;258;265;15;71.2
17.07. 12:30:00;18;0;18;8;258;265;15;71.2
17.07. 12:45:00;18;0;18;8;258;265;15;71.2
17.07. 13:00:00;18;0;18;20.1;342;359;15.4;81.7
17.07. 13:15:00;18;0;18;20.1;342;360;15.4;81.8
17.07. 13:30:00;18;0;18;20.1;342;360;15.4;81.8
17.07. 13:45:00;18;0;18;20.1;342;360;15.4;81.8
17.07. 14:00:00;18;0;18;3.4;271;274;15.5;81.8
17.07. 14:15:00;18;0;18;3.4;271;274;15.5;81.8
17.07. 14:30:00;18;0;18;3.4;271;274;15.5;81.8
17.07. 14:45:00;18;0;18;3.4;271;274;15.5;81.8
17.07. 15:00:00;18;0;18;3.7;238;241;15.5;81.8
17.07. 15:15:00;18;0;18;3.7;238;241;15.5;81.8
17.07. 15:30:00;18;0;18;3.7;238;241;15.5;81.8
17.07. 15:45:00;18;0;18;3.7;238;241;15.5;81.8
17.07. 16:00:00;18;0;18;0;144;144;15.1;85.7
17.07. 16:15:00;18;0;18;0;143;143;15.1;85.7
17.07. 16:30:00;18;0;18;0;143;143;15.1;85.7
17.07. 16:45:00;18;0;18;0;143;143;15.1;85.7
17.07. 17:00:00;18;0;18;0;125;125;14.8;85.7
17.07. 17:15:00;18;0;18;0;125;125;14.8;85.7
17.07. 17:30:00;18;0;18;0;125;125;14.8;85.7
17.07. 17:45:00;18;0;18;0;125;125;14.8;85.7
17.07. 18:00:00;18;0;18;0;118;118;14.8;81.8
17.07. 18:15:00;18;0;18;0;118;118;14.8;81.8
17.07. 18:30:00;18;0;18;0;118;118;14.8;81.8
17.07. 18:45:00;18;0;18;0;118;118;14.8;81.8
17.07. 19:00:00;18;0;18;0;80.2;80.2;14.5;81.8
17.07. 19:15:00;18;0;18;0;80;80;14.5;81.8
17.07. 19:30:00;18;0;18;0;80;80;14.5;81.8
17.07. 19:45:00;18;0;18;0;80;80;14.5;81.8
17.07. 20:00:00;18;0;18;0;6.4;6.4;14.1;81.8
17.07. 20:15:00;18;0;18;0;6;6;14.1;81.8
17.07. 20:30:00;18;0;18;0;6;6;14.1;81.8
17.07. 20:45:00;18;0;18;0;6;6;14.1;81.8
17.07. 21:00:00;18;0;18;0;0.03;0.03;13.7;81.8
17.07. 21:15:00;18;0;18;0;0;0;13.7;81.8
17.07. 21:30:00;18;0;18;0;0;0;13.7;81.8
17.07. 21:45:00;18;0;18;0;0;0;13.7;81.8
17.07. 22:00:00;18;0;18;0;0;0;13;81.9
17.07. 22:15:00;18;0;18;0;0;0;13;81.9
17.07. 22:30:00;18;0;18;0;0;0;13;81.9
17.07. 22:45:00;18;0;18;0;0;0;13;81.9
17.07. 23:00:00;18;0;18;0;0;0;12.3;82.5
17.07. 23:15:00;18;0;18;0;0;0;12.3;82.5
17.07. 23:30:00;18;0;18;0;0;0;12.3;82.5
17.07. 23:45:00;18;0;18;0;0;0;12.3;82.5
18.07. 00:00:00;18;0;18;0;0;0;11.6;85
18.07. 00:15:00;18;0;18;0;0;0;11.6;85
18.07. 00:30:00;18;0;18;0;0;0;11.6;85
18.07. 00:45:00;18;0;18;0;0;0;11.6;85
18.07. 01:00:00;18;0;18;0;0;0;11;86.3
18.07. 01:15:00;18;0;18;0;0;0;11;86.3
18.07. 01:30:00;18;0;18;0;0;0;11;86.3
18.07. 01:45:00;18;0;18;0;0;0;11;86.3
18.07. 02:00:00;18;0;18;0;0;0;10.3;87.9
18.07. 02:15:00;18;0;18;0;0;0;10.3;87.9
18.07. 02:30:00;18;0;18;0;0;0;10.3;87.9
18.07. 02:45:00;18;0;18;0;0;0;10.3;87.9
18.07. 03:00:00;18;0;18;0;0;0;9.8;90.8
18.07. 03:15:00;18;0;18;0;0;0;9.8;90.8
18.07. 03:30:00;18;0;18;0;0;0;9.8;90.8
18.07. 03:45:00;18;0;18;0;0;0;9.8;90.8
18.07. 04:00:00;18;0;18;0;0;0;9.4;93
18.07. 04:15:00;18;0;18;0;0;0;9.4;93
18.07. 04:30:00;18;0;18;0;0;0;9.4;93
18.07. 04:45:00;18;0;18;0;0;0;9.4;93
18.07. 05:00:00;18;0;18;0;0;0;9.2;93.5
18.07. 05:15:00;18;0;18;0;0;0;9.2;93.5
18.07. 05:30:00;18;0;18;0;0;0;9.2;93.5
18.07. 05:45:00;18;0;18;0;0;0;9.2;93.5
18.07. 06:00:00;18;0;18;421;29.8;53.7;9.4;91.9
18.07. 06:15:00;18;0;18;421;30;54;9.4;91.9
18.07. 06:30:00;18;0;18;421;30;54;9.4;91.9
18.07. 06:45:00;18;0;18;421;30;54;9.4;91.9
18.07. 07:00:00;18;0;18;474;63.8;179;10.2;91.3
18.07. 07:15:00;18;0;18;474;64;180;10.2;91.3
18.07. 07:30:00;18;0;18;474;64;180;10.2;91.3
18.07. 07:45:00;18;0;18;474;64;180;10.2;91.3
18.07. 08:00:00;18;0;18;525;118;334;11.1;90.2
18.07. 08:15:00;18;0;18;525;118;335;11.1;90.2
18.07. 08:30:00;18;0;18;525;118;335;11.1;90.2
18.07. 08:45:00;18;0;18;525;118;335;11.1;90.2
18.07. 09:00:00;18;0;18;623;140;494;12.2;82.2
18.07. 09:15:00;18;0;18;623;140;495;12.2;82.2
18.07. 09:30:00;18;0;18;623;140;495;12.2;82.2
18.07. 09:45:00;18;0;18;623;140;495;12.2;82.2
18.07. 10:00:00;18;0;18;623;194;631;13.2;79.8
18.07. 10:15:00;18;0;18;623;194;632;13.2;79.8
18.07. 10:30:00;18;0;18;623;194;632;13.2;79.8
18.07. 10:45:00;18;0;18;623;194;632;13.2;79.8
18.07. 11:00:00;18;0;18;619;238;736;14.2;74.2
18.07. 11:15:00;18;0;18;619;238;737;14.2;74.2
18.07. 11:30:00;18;0;18;619;238;737;14.2;74.2
18.07. 11:45:00;18;0;18;619;238;737;14.2;74.2
18.07. 12:00:00;18;0;18;604;268;795;15;69.4
18.07. 12:15:00;18;0;18;604;268;795;15;69.4
18.07. 12:30:00;18;0;18;604;268;795;15;69.4
18.07. 12:45:00;18;0;18;604;268;795;15;69.4
18.07. 13:00:00;18;0;18;597;293;828;15.6;66
18.07. 13:15:00;18;0;18;597;293;828;15.6;66
18.07. 13:30:00;18;0;18;597;293;828;15.6;66
18.07. 13:45:00;18;0;18;597;293;828;15.6;66
18.07. 14:00:00;18;0;18;609;277;810;16.1;61.3
18.07. 14:15:00;18;0;18;609;277;810;16.1;61.3
18.07. 14:30:00;18;0;18;609;277;810;16.1;61.3
18.07. 14:45:00;18;0;18;609;277;810;16.1;61.3
18.07. 15:00:00;18;0;18;636;233;750;16.3;63.4
18.07. 15:15:00;18;0;18;636;233;750;16.3;63.4
18.07. 15:30:00;18;0;18;636;233;750;16.3;63.4
18.07. 15:45:00;18;0;18;636;233;750;16.3;63.4
18.07. 16:00:00;18;0;18;678;172;656;16.3;67.3
18.07. 16:15:00;18;0;18;678;172;655;16.3;67.3
18.07. 16:30:00;18;0;18;678;172;655;16.3;67.3
18.07. 16:45:00;18;0;18;678;172;655;16.3;67.3
18.07. 17:00:00;18;0;18;719;111;529;16;71.4
18.07. 17:15:00;18;0;18;719;111;528;16;71.4
18.07. 17:30:00;18;0;18;719;111;528;16;71.4
18.07. 17:45:00;18;0;18;719;111;528;16;71.4
18.07. 18:00:00;18;0;18;644;89.1;364;15.5;74.6
18.07. 18:15:00;18;0;18;644;89;363;15.5;74.6
18.07. 18:30:00;18;0;18;644;89;363;15.5;74.6
18.07. 18:45:00;18;0;18;644;89;363;15.5;74.6
18.07. 19:00:00;18;0;18;525;66.1;202;14.6;80.2
18.07. 19:15:00;18;0;18;525;66;201;14.6;80.2
18.07. 19:30:00;18;0;18;525;66;201;14.6;80.2
18.07. 19:45:00;18;0;18;525;66;201;14.6;80.2
18.07. 20:00:00;18;0;18;360;40.1;67.7;13.5;85.3
18.07. 20:15:00;18;0;18;360;40;67;13.5;85.3
18.07. 20:30:00;18;0;18;360;40;67;13.5;85.3
18.07. 20:45:00;18;0;18;360;40;67;13.5;85.3
18.07. 21:00:00;18;0;18;0;0.2;0.4;12.4;95.5
18.07. 21:15:00;18;0;18;0;0;0;12.4;95.6
18.07. 21:30:00;18;0;18;0;0;0;12.4;95.6
18.07. 21:45:00;18;0;18;0;0;0;12.4;95.6
18.07. 22:00:00;18;0;18;0;0;0;11.5;100
18.07. 22:15:00;18;0;18;0;0;0;11.5;100
18.07. 22:30:00;18;0;18;0;0;0;11.5;100
18.07. 22:45:00;18;0;18;0;0;0;11.5;100
18.07. 23:00:00;18;0;18;0;0;0;10.5;100
18.07. 23:15:00;18;0;18;0;0;0;10.5;100
18.07. 23:30:00;18;0;18;0;0;0;10.5;100
18.07. 23:45:00;18;0;18;0;0;0;10.5;100
19.07. 00:00:00;18;0;18;0;0;0;9.6;100
19.07. 00:15:00;18;0;18;0;0;0;9.6;100
19.07. 00:30:00;18;0;18;0;0;0;9.6;100
19.07. 00:45:00;18;0;18;0;0;0;9.6;100
19.07. 01:00:00;18;0;18;0;0;0;10.2;100
19.07. 01:15:00;18;0;18;0;0;0;10.2;100
19.07. 01:30:00;18;0;18;0;0;0;10.2;100
19.07. 01:45:00;18;0;18;0;0;0;10.2;100
19.07. 02:00:00;18;0;18;0;0;0;10.8;94.4
19.07. 02:15:00;18;0;18;0;0;0;10.8;94.3
19.07. 02:30:00;18;0;18;0;0;0;10.8;94.3
19.07. 02:45:00;18;0;18;0;0;0;10.8;94.3
19.07. 03:00:00;18;0;18;0;0;0;11.1;94.6
19.07. 03:15:00;18;0;18;0;0;0;11.1;94.6
19.07. 03:30:00;18;0;18;0;0;0;11.1;94.6
19.07. 03:45:00;18;0;18;0;0;0;11.1;94.6
19.07. 04:00:00;18;0;18;0;0;0;11.3;91.6
19.07. 04:15:00;18;0;18;0;0;0;11.3;91.6
19.07. 04:30:00;18;0;18;0;0;0;11.3;91.6
19.07. 04:45:00;18;0;18;0;0;0;11.3;91.6
19.07. 05:00:00;18;0;18;0;0;0;11.3;89.5
19.07. 05:15:00;18;0;18;0;0;0;11.3;89.5
19.07. 05:30:00;18;0;18;0;0;0;11.3;89.5
19.07. 05:45:00;18;0;18;0;0;0;11.3;89.5
19.07. 06:00:00;18;0;18;0;28.8;28.8;11.8;88.3
19.07. 06:15:00;18;0;18;0;29;29;11.8;88.3
19.07. 06:30:00;18;0;18;0;29;29;11.8;88.3
19.07. 06:45:00;18;0;18;0;29;29;11.8;88.3
19.07. 07:00:00;18;0;18;4.1;86.7;87.7;12.5;90.7
19.07. 07:15:00;18;0;18;4.1;87;88;12.5;90.7
19.07. 07:30:00;18;0;18;4.1;87;88;12.5;90.7
19.07. 07:45:00;18;0;18;4.1;87;88;12.5;90.7
19.07. 08:00:00;18;0;18;21.9;171;179;13.5;86.6
19.07. 08:15:00;18;0;18;21.9;171;180;13.5;86.6
19.07. 08:30:00;18;0;18;21.9;171;180;13.5;86.6
19.07. 08:45:00;18;0;18;21.9;171;180;13.5;86.6
19.07. 09:00:00;18;0;18;33.5;248;267;14.6;84.4
19.07. 09:15:00;18;0;18;33.5;248;267;14.6;84.4
19.07. 09:30:00;18;0;18;33.5;248;267;14.6;84.4
19.07. 09:45:00;18;0;18;33.5;248;267;14.6;84.4
19.07. 10:00:00;18;0;18;91.2;326;389;15.8;75.4
19.07. 10:15:00;18;0;18;91.2;326;390;15.8;75.3
